batch_size,relative_time_s,power_total_W
8,0.0,608.368
8,0.1,608.368
8,0.2,608.7131783451958
8,0.30000000000000004,608.8191245649803
8,0.4,611.7647268495429
8,0.5,620.7664789441981
8,0.6000000000000001,607.6830573604013
8,0.7000000000000001,618.924026339342
8,0.8,614.8950640314738
8,0.9,618.4762421534724
8,1.0,615.5313190001382
8,1.1,624.1658901821629
8,1.2000000000000002,619.0162891118208
8,1.3,599.3045828632662
8,1.4000000000000001,623.090247770869
8,1.5,630.7566520008954
8,1.6,611.9566127484073
8,1.7000000000000002,623.1611448808608
8,1.8,633.8933728826152
8,1.9000000000000001,625.8602843170883
8,2.0,617.881138846519
8,2.1,508.88582650767614
8,2.2,214.69330104526125
8,2.3000000000000003,194.6190314434326
8,2.4000000000000004,193.962827319899
8,2.5,193.49593496620415
8,2.6,286.8715933587883
8,2.7,607.8105811023286
8,2.8000000000000003,585.8902679548099
8,2.9000000000000004,517.4985956197222
8,3.0,618.2518873310538
8,3.1,635.9542765904163
8,3.2,627.8599782325847
8,3.3000000000000003,612.2976022303187
8,3.4000000000000004,614.4865358248821
8,3.5,618.4019517886619
8,3.6,630.9560028943678
8,3.7,632.5407406220089
8,3.8000000000000003,636.8902837605699
8,3.9000000000000004,629.1169735391982
8,4.0,620.4545887945937
8,4.1000000000000005,622.573301848789
8,4.2,620.2178814044839
8,4.3,632.4382258302231
8,4.4,649.2144664348538
8,4.5,637.9002253962434
8,4.6000000000000005,628.6137232083836
8,4.7,616.5657831467195
8,4.800000000000001,609.3043609444697
8,4.9,621.3028797789013
8,5.0,594.7414228363857
8,5.1000000000000005,508.4992925149166
8,5.2,609.1934662228867
8,5.300000000000001,628.0747741627637
8,5.4,613.592328673085
8,5.5,578.1963885376999
8,5.6000000000000005,474.18269064377944
8,5.7,622.0413427665184
8,5.800000000000001,634.0764634229618
8,5.9,633.1047404689529
8,6.0,620.7924787700412
8,6.1000000000000005,627.7554840295201
8,6.2,591.98171988401
8,6.300000000000001,624.6249503463283
8,6.4,575.1353799397126
8,6.5,420.4940682438364
8,6.6000000000000005,622.953256733201
8,6.7,632.569264118811
8,6.800000000000001,612.4095146514139
8,6.9,633.6941774323515
8,7.0,647.2076264221721
8,7.1000000000000005,639.2184186376874
8,7.2,645.6824771093569
8,7.300000000000001,634.4633826543009
8,7.4,653.4395503143741
8,7.5,647.708089531028
8,7.6000000000000005,660.8066360536278
8,7.7,644.0284571579625
8,7.800000000000001,661.9186207813234
8,7.9,636.111802949042
8,8.0,660.4349705676477
8,8.1,640.6059051649565
8,8.200000000000001,636.4809669041441
8,8.3,627.6576016309034
8,8.4,645.986327803302
8,8.5,639.7177626592065
8,8.6,565.2525925974238
8,8.700000000000001,649.1229873405267
8,8.8,636.2170669166899
8,8.9,635.0363064735732
8,9.0,661.231167888858
8,9.1,637.9201366344696
8,9.200000000000001,626.7377202343308
8,9.3,636.6455787433035
8,9.4,640.6657280512713
8,9.5,577.8450648184498
