batch_size,relative_time_s,power_total_W
8,0.0,2679.801
8,0.1,2320.7459836352614
8,0.2,1940.6378053598396
8,0.30000000000000004,2204.3407893115996
8,0.4,2313.2072761538902
8,0.5,2275.6264434757813
8,0.6000000000000001,2256.0783331475304
8,0.7000000000000001,2259.169146991578
8,0.8,2266.966148993707
8,0.9,2329.0866217286043
8,1.0,2315.45881128357
8,1.1,2287.588902805246
8,1.2000000000000002,2330.769211315417
8,1.3,2354.3332384167775
8,1.4000000000000001,2342.343508264765
8,1.5,2299.8753956952223
8,1.6,2336.9420567941015
8,1.7000000000000002,2349.9646500737763
8,1.8,2337.576879635571
8,1.9000000000000001,2301.7093510377
8,2.0,2293.703509132605
8,2.1,2302.97137289826
8,2.2,2318.776277490364
8,2.3000000000000003,2322.652600249092
8,2.4000000000000004,2316.6792279168676
8,2.5,2291.6343224139205
8,2.6,2294.9254404812077
8,2.7,2271.4718644983063
8,2.8000000000000003,2298.314510465025
8,2.9000000000000004,2324.1345882691944
8,3.0,2303.3180486052784
8,3.1,2307.891603191345
8,3.2,2339.4152061264244
8,3.3000000000000003,2327.0377987470506
8,3.4000000000000004,2328.1181004140485
8,3.5,2322.9767142728106
8,3.6,2334.0866069390545
8,3.7,2325.774274119907
8,3.8000000000000003,2297.601165595863
8,3.9000000000000004,2302.6542812137764
8,4.0,2255.940910084508
8,4.1000000000000005,2250.9486769765276
8,4.2,2318.585675022362
8,4.3,2356.0456579629376
8,4.4,2296.513518867911
8,4.5,2335.3544584034003
8,4.6000000000000005,2407.5601430713173
8,4.7,2313.1339033561935
8,4.800000000000001,2285.468511127824
8,4.9,2318.126308751389
8,5.0,2314.2568889209083
8,5.1000000000000005,2327.719905414647
8,5.2,2302.9203803180153
8,5.300000000000001,2315.348603509908
8,5.4,2358.8653286981694
8,5.5,2351.23849769788
8,5.6000000000000005,2311.5820724530263
8,5.7,2350.1959128308904
8,5.800000000000001,2333.5429829738096
8,5.9,2389.0269714443043
8,6.0,2411.074567504364
8,6.1000000000000005,2355.6273808827764
8,6.2,2341.8124785460154
8,6.300000000000001,2396.293808714386
8,6.4,2397.5302003116776
8,6.5,2392.0192051927156
8,6.6000000000000005,2297.7063469373193
8,6.7,2368.6389702399747
8,6.800000000000001,2371.787683380728
8,6.9,2359.7465575467977
8,7.0,2420.0067220020233
8,7.1000000000000005,2360.9051710980248
8,7.2,2374.422160703505
8,7.300000000000001,2355.131875876543
8,7.4,2379.889214500266
8,7.5,2395.9909674841647
8,7.6000000000000005,2326.7742906715885
8,7.7,2345.2483264504376
8,7.800000000000001,2365.2142864580537
8,7.9,2402.342307149898
8,8.0,2360.0052656591074
8,8.1,2318.8467143235944
8,8.200000000000001,2340.0597177196055
8,8.3,2351.0707084284104
8,8.4,2335.2867955162437
8,8.5,2353.2298352942016
8,8.6,2341.4609273966043
8,8.700000000000001,2388.452413445154
8,8.8,2381.999536748441
8,8.9,2379.5480431067563
8,9.0,2342.4992570765994
8,9.1,2312.7670284190167
8,9.200000000000001,2372.057032398237
8,9.3,2368.4035106962083
8,9.4,2329.1315435390843
8,9.5,2340.2287215820975
8,9.600000000000001,2439.749349672897
8,9.700000000000001,2383.771498895578
8,9.8,2329.6061835039673
8,9.9,2356.7998051947925
8,10.0,2307.6953241701244
8,10.100000000000001,2335.4469515130168
8,10.200000000000001,2340.4298562905883
8,10.3,2346.6423832236273
8,10.4,2287.630194096866
8,10.5,2323.4046913274237
8,10.600000000000001,2364.6271660629054
8,10.700000000000001,2334.5052045341968
8,10.8,2306.030489478772
8,10.9,2330.076780215563
8,11.0,2341.047608721916
8,11.100000000000001,2282.961629290267
8,11.200000000000001,2279.6512401858113
8,11.3,2357.5356914438976
8,11.4,2364.117818903244
8,11.5,2322.4535779662992
8,11.600000000000001,2350.843123247307
8,11.700000000000001,2409.815088286694
8,11.8,2410.8569453121795
8,11.9,2372.661356326749
8,12.0,2299.0634418569775
8,12.100000000000001,2308.8254253176365
8,12.200000000000001,2287.0183724759822
8,12.3,2302.9960045162634
8,12.4,2266.122630979241
8,12.5,2302.6551667102904
8,12.600000000000001,2307.4127388547295
8,12.700000000000001,2346.899157444606
8,12.8,2341.259794047957
8,12.9,2366.4543254771565
8,13.0,2345.510074121284
8,13.100000000000001,2336.060141978629
8,13.200000000000001,2335.2144661063803
8,13.3,2325.136134783756
8,13.4,2297.3427722280094
8,13.5,2356.9961970588233
8,13.600000000000001,2300.010759655053
8,13.700000000000001,2340.319813544206
8,13.8,2339.9325610818455
8,13.9,2328.1910402403264
8,14.0,2399.5196155458184
8,14.100000000000001,2347.482236754885
8,14.200000000000001,2327.407519491311
8,14.3,2297.2638157655565
8,14.4,2295.813787122757
8,14.5,2362.990241193777
8,14.600000000000001,2313.17453883843
8,14.700000000000001,2377.9117815507034
8,14.8,2314.278787782618
8,14.9,2311.2478260186413
8,15.0,2348.195113905572
8,15.100000000000001,2336.364085170883
8,15.200000000000001,2379.740182030565
8,15.3,2445.9764219983704
8,15.4,2366.025105944942
8,15.5,2377.0787251803154
8,15.600000000000001,2385.0028558864283
8,15.700000000000001,2355.628834917184
8,15.8,2387.6634956918924
8,15.9,2403.6671194044334
8,16.0,2383.8395124874173
8,16.1,2356.7621283617123
8,16.2,2380.6150928589946
8,16.3,2358.7096132349016
8,16.400000000000002,2311.390655907031
8,16.5,2394.0374556006414
8,16.6,2379.473152870758
8,16.7,2335.5648196035286
8,16.8,2369.1529498121267
8,16.900000000000002,2411.2905826606884
8,17.0,2423.4439385236137
8,17.1,2397.5168621892835
8,17.2,2336.8444048665515
8,17.3,2362.9322766856058
8,17.400000000000002,2392.7804579377294
8,17.5,2405.731688124988
8,17.6,2368.790320498085
8,17.7,2339.302738167115
8,17.8,2417.7236329728394
8,17.900000000000002,2287.679072985766
8,18.0,2281.6019321782587
8,18.1,2310.6269822489544
8,18.2,2327.6441683282906
8,18.3,2322.012815719036
8,18.400000000000002,2427.79293015424
8,18.5,2353.0434645132405
8,18.6,2383.846172063696
8,18.7,2295.3715664116967
8,18.8,2391.106475887968
8,18.900000000000002,2293.591086719739
8,19.0,2357.820219649773
8,19.1,2395.6752215861707
8,19.200000000000003,2411.674632940318
8,19.3,2369.218609193613
8,19.400000000000002,2349.3404932062344
8,19.5,2371.732011908189
8,19.6,2352.4782455255972
8,19.700000000000003,2326.2201197878653
8,19.8,2376.6847926080986
8,19.900000000000002,2424.0512856540736
8,20.0,2321.4095032977434
8,20.1,2474.6046223700255
8,20.200000000000003,2294.920621862755
8,20.3,2423.559806641486
8,20.400000000000002,2397.203616030151
8,20.5,2463.9134869956906
8,20.6,2446.56321188298
8,20.700000000000003,2420.682954624549
8,20.8,2323.2746563666456
8,20.900000000000002,2314.0594842324545
8,21.0,2325.944893081207
8,21.1,2361.1330209611356
8,21.200000000000003,2397.700078536374
8,21.3,2322.5890368264636
8,21.400000000000002,2376.9520671194914
8,21.5,2335.2729693184065
8,21.6,2355.5075686144855
8,21.700000000000003,2323.8726242057674
8,21.8,2377.4656835956052
8,21.900000000000002,2386.0935706639107
8,22.0,2346.9425005929106
8,22.1,2362.1448715154556
8,22.200000000000003,2279.6760592190117
8,22.3,2229.4210823266544
8,22.400000000000002,2311.885080401773
8,22.5,2416.2842658389527
8,22.6,2397.184013865639
8,22.700000000000003,2397.234623052228
8,22.8,2382.7660699611915
8,22.900000000000002,2423.907781300437
8,23.0,2427.6022801830177
8,23.1,2441.316867361541
8,23.200000000000003,2380.2561312584944
8,23.3,2389.677459854279
8,23.400000000000002,2382.640847661665
8,23.5,2417.6677809399307
8,23.6,2350.391265269718
8,23.700000000000003,2364.4279982239177
8,23.8,2377.5231975076135
8,23.900000000000002,2441.8451474348026
8,24.0,2369.3667736958646
8,24.1,2349.915615006951
8,24.200000000000003,2402.158940680656
8,24.3,2358.7768898125923
8,24.400000000000002,2335.00713437215
8,24.5,2451.9944083690893
8,24.6,2310.4945074524594
